target_id	length	eff_length	est_counts	tpm
ENST00000487294	587	408	0	0
ENST00000445855	670	491	0	0
ENST00000483065	577	398	0	0
ENST00000628915	4325	4146	0	0
ENST00000412113	1423	1244	0	0
ENST00000329620	3403	3224	0	0
ENST00000436265	1417	1238	0	0
ENST00000475341	569	390	0	0
ENST00000328823	2255	2076	0	0
ENST00000461730	1309	1130	2	95.4302
ENST00000445185	475	296	0	0
ENST00000487176	431	252	0	0
ENST00000470812	579	400	0	0
ENST00000543212	1001	822	0	0
ENST00000623611	66	3.85692	0	0
ENST00000527972	1649	1470	0	0
ENST00000399154	1536	1357	0	0
ENST00000618686	2237	2058	0	0
ENST00000293937	1156	977	0	0
ENST00000453580	393	214	0	0
ENST00000497869	1707	1528	0	0
ENST00000379236	1068	889	0	0
ENST00000429387	416	237	0	0
ENST00000381621	823	644	0	0
ENST00000381623	1958	1779	0	0
ENST00000624897	1594	1415	0	0
ENST00000624108	381	202	0	0
ENST00000550775	1452	1273	0	0
ENST00000551639	1334	1155	0	0
ENST00000557485	491	312	0	0
ENST00000335263	2616	2437	0	0
ENST00000322340	3060	2881	0	0
ENST00000561154	541	362	0	0
ENST00000555879	2175	1996	0	0
ENST00000342702	2391	2212	0	0
ENST00000556807	2382	2203	0	0
ENST00000558567	586	407	0	0
ENST00000299135	2198	2019	0	0
ENST00000454394	2067	1888	0	0
ENST00000556094	785	606	0	0
ENST00000556511	2117	1938	0	0
ENST00000557186	631	452	0	0
ENST00000558854	532	353	0	0
ENST00000559708	563	384	0	0
ENST00000558135	585	406	0	0
ENST00000558448	611	432	0	0
ENST00000555973	560	381	0	0
ENST00000559478	422	243	0	0
ENST00000424963	2695	2516	0	0
ENST00000624491	406	227	0	0
ENST00000358781	1319	1140	0	0
ENST00000483787	737	558	0	0
ENST00000489857	633	454	0	0
ENST00000482623	625	446	0	0
ENST00000498347	449	270	0	0
ENST00000585287	634	455	0	0
ENST00000583945	430	251	0	0
ENST00000393066	3622	3443	0	0
ENST00000577554	4310	4131	0	0
ENST00000262294	4330	4151	4.33638	56.326
ENST00000393065	3548	3369	0	0
ENST00000581468	584	405	0	0
ENST00000582852	501	322	0.66362	111.121
ENST00000580973	573	394	0	0
ENST00000580122	482	303	0	0
ENST00000580620	872	693	0	0
ENST00000583387	842	663	0	0
ENST00000584889	353	174	0	0
ENST00000625984	204	29.2345	0	0
ENST00000532255	3905	3726	0	0
ENST00000525287	2065	1886	0	0
ENST00000423230	1712	1533	0	0
ENST00000534366	5092	4913	0	0
ENST00000527552	5832	5653	0	0
ENST00000528919	5234	5055	0.00317725	0.0338894
ENST00000534508	1611	1432	1.62781	61.2909
ENST00000527071	680	501	0	0
ENST00000528664	686	507	0	0
ENST00000326134	5183	5004	3.36901	36.3011
ENST00000544576	3673	3494	0	0
ENST00000383467	923	744	0	0
ENST00000322723	4034	3855	47.2043	660.224
ENST00000461347	3967	3788	4.94321	70.3612
ENST00000356936	890	711	3.83398	290.746
ENST00000466274	671	492	0	0
ENST00000494618	910	731	5.01856	370.165
ENST00000454824	606	427	0	0
ENST00000417652	568	389	0	0
ENST00000453992	964	785	0	0
ENST00000436894	562	383	0	0
ENST00000484328	369	190	0	0
ENST00000526926	2612	2433	0.413311	9.15944
ENST00000458270	2733	2554	0	0
ENST00000501748	6759	6580	1.58669	13.0017
ENST00000613230	2179	2000	0	0
ENST00000622929	1569	1390	2	77.58
ENST00000587730	1813	1634	0	0
ENST00000324340	1355	1176	0	0
ENST00000589318	1903	1724	0	0
ENST00000588692	1478	1299	0.071532	2.96911
ENST00000242776	1471	1292	2.92847	122.212
ENST00000592927	823	644	0	0
ENST00000592391	1080	901	0	0
ENST00000588542	1297	1118	0	0
ENST00000589675	829	650	0	0
ENST00000593026	657	478	0	0
ENST00000590315	566	387	0	0
ENST00000590556	575	396	0	0
ENST00000590260	988	809	0	0
ENST00000586558	1127	948	0	0
ENST00000590239	565	386	0	0
ENST00000586993	585	406	0	0
ENST00000592632	586	407	0	0
ENST00000593008	538	359	0	0
ENST00000591275	484	305	0	0
ENST00000590696	563	384	0	0
ENST00000454233	922	743	0	0
ENST00000326877	5604	5425	1.06289	10.5639
ENST00000510451	1013	834	0	0
ENST00000510121	486	307	0	0
ENST00000382224	4984	4805	0	0
ENST00000512376	500	321	0.937108	157.405
ENST00000382226	5009	4830	0	0
ENST00000612749	2269	2090	0	0
ENST00000616732	2183	2004	0.25	6.72631
ENST00000616256	817	638	0	0
ENST00000622109	787	608	2	177.362
ENST00000631131	867	688	0	0
ENST00000629122	1512	1333	5.53112	223.726
ENST00000628353	1440	1261	0	0
ENST00000628043	678	499	0	0
ENST00000630432	567	388	0	0
ENST00000626580	789	610	0.46888	41.4444
ENST00000627306	423	244	0	0
ENST00000610814	885	706	0	0
ENST00000622158	804	625	0	0
ENST00000622739	900	721	0	0
ENST00000603798	2350	2171	1	24.8356
ENST00000380103	1045	866	0	0
ENST00000398453	1062	883	0	0
ENST00000603864	1518	1339	0	0
ENST00000605627	577	398	0	0
ENST00000605426	610	431	0	0
ENST00000603838	816	637	0	0
ENST00000604188	433	254	0	0
ENST00000317683	3001	2822	1	19.1063
ENST00000586899	654	475	0	0
ENST00000591686	628	449	0	0
ENST00000611514	1205	1026	0.25	13.1379
ENST00000450976	1335	1156	0	0
ENST00000418281	1664	1485	1	36.3085
ENST00000340957	2421	2242	0	0
ENST00000433578	573	394	0	0
ENST00000418768	812	633	0	0
ENST00000383847	1483	1304	0	0
ENST00000497070	3228	3049	0	0
ENST00000453072	1038	859	0	0
ENST00000310585	3677	3498	0	0
ENST00000487702	523	344	0	0
ENST00000307471	2473	2294	0	0
ENST00000484553	625	446	0	0
ENST00000409765	2324	2145	0	0
ENST00000448353	847	668	0	0
ENST00000485233	667	488	0	0
ENST00000472407	797	618	0	0
ENST00000410069	890	711	0	0
ENST00000486109	800	621	0	0
ENST00000372600	4355	4176	11.4788	148.208
ENST00000372599	4161	3982	0	0
ENST00000483638	470	291	0	0
ENST00000492784	717	538	0.521165	52.2309
ENST00000259324	4619	4440	0	0
ENST00000370323	2628	2449	0	0
ENST00000444834	781	602	0	0
ENST00000427322	901	722	0	0
ENST00000583480	536	357	0	0
ENST00000579960	713	534	0	0
ENST00000244096	2741	2562	0	0
ENST00000033079	5465	5286	7	71.4012
ENST00000425075	3098	2919	0	0
ENST00000420893	3214	3035	0	0
ENST00000513640	516	337	0	0
ENST00000505281	579	400	0	0
ENST00000514310	669	490	0	0
ENST00000502471	572	393	0	0
ENST00000509596	590	411	0	0
ENST00000508403	530	351	0	0
ENST00000505961	529	350	0	0
ENST00000510804	582	403	0	0
ENST00000286808	1193	1014	0	0
ENST00000622674	1343	1164	0	0
ENST00000417411	3007	2828	0	0
ENST00000451727	3546	3367	0	0
ENST00000421715	978	799	0	0
ENST00000393161	1604	1425	0	0
ENST00000486013	1600	1421	0	0
ENST00000253861	4185	4006	1.10176	14.829
ENST00000462055	2364	2185	0	0
ENST00000481074	568	389	0	0
ENST00000492326	549	370	0.89824	130.896
ENST00000480840	388	209	0	0
ENST00000486409	605	426	0	0
ENST00000479839	543	364	0	0
ENST00000494685	313	134	0	0
ENST00000498024	329	150	0	0
ENST00000483800	559	380	0	0
ENST00000469115	755	576	0	0
ENST00000489931	578	399	0	0
ENST00000482089	628	449	0	0
ENST00000460346	762	583	0	0
ENST00000463150	526	347	0	0
ENST00000472020	492	313	0	0
ENST00000478265	595	416	0	0
ENST00000484397	502	323	0	0
ENST00000480337	429	250	0	0
ENST00000459626	592	413	0	0
ENST00000466000	555	376	0	0
ENST00000468932	753	574	0	0
ENST00000260113	6732	6553	0	0
ENST00000523773	1413	1234	0	0
ENST00000624245	75	4.11003	0	0
ENST00000251527	5960	5781	3.4359	32.0459
ENST00000275418	3251	3072	0	0
ENST00000435514	2090	1911	2.86421	80.8125
ENST00000483958	546	367	0.781876	114.87
ENST00000497111	663	484	0	0
ENST00000613624	2766	2587	0	0
ENST00000450023	462	283	0	0
ENST00000237889	755	576	2.28571	213.961
ENST00000433898	503	324	0.714286	118.867
ENST00000454214	547	368	0	0
ENST00000461531	901	722	0	0
ENST00000409791	854	675	0.330343	26.3873
ENST00000475328	545	366	0	0
ENST00000469932	552	373	0	0
ENST00000493982	563	384	0	0
ENST00000426787	576	397	0	0
ENST00000348227	1147	968	0	0
ENST00000465134	1862	1683	1.66964	53.4902
ENST00000480089	1046	867	0	0
ENST00000482880	1026	847	0	0
ENST00000468778	2356	2177	0	0
ENST00000469321	864	685	1.3528e-05	0.00106482
ENST00000482605	626	447	0	0
ENST00000621874	648	469	0	0
ENST00000583263	765	586	0	0
ENST00000358095	1884	1705	0	0
ENST00000359358	4312	4133	0	0
ENST00000357374	963	784	0	0
ENST00000399899	2068	1889	0	0
ENST00000566961	563	384	1	140.412
ENST00000567028	568	389	0	0
ENST00000564763	588	409	0	0
ENST00000621686	2843	2664	7	141.677
ENST00000616816	886	707	0.199174	15.1896
ENST00000448984	2163	1984	0	0
ENST00000628411	1944	1765	0	0
ENST00000611231	1832	1653	0	0
ENST00000623013	537	358	3	451.828
ENST00000621391	1972	1793	0	0
ENST00000612534	2051	1872	0	0
ENST00000617397	1943	1764	0	0
ENST00000531921	1697	1518	1.4444	51.3038
ENST00000531120	5051	4872	0	0
ENST00000531186	565	386	0.632715	88.3803
ENST00000525782	2236	2057	0	0
ENST00000524896	1207	1028	1.67154	87.6717
ENST00000532444	633	454	2.4346	289.139
ENST00000323213	889	710	0	0
ENST00000524711	1645	1466	0	0
ENST00000530026	769	590	0	0
ENST00000532054	532	353	0	0
ENST00000533439	749	570	0	0
ENST00000526267	662	483	0	0
ENST00000525054	592	413	1.81674	237.179
ENST00000623025	135	7.48819	0.998536	7189.87
ENST00000574814	1318	1139	0	0
ENST00000570516	788	609	0	0
ENST00000409262	11388	11209	1	4.81025
ENST00000496886	710	531	0	0
ENST00000305799	5174	4995	0	0
ENST00000475405	1608	1429	0	0
ENST00000177742	1040	861	0	0
ENST00000397375	1024	845	0	0
ENST00000569585	713	534	3	302.911
ENST00000613089	543	364	0	0
ENST00000377294	2375	2196	0	0
ENST00000485094	880	701	0	0
ENST00000389494	2262	2083	0	0
ENST00000389492	1398	1219	0	0
ENST00000618279	1094	915	0	0
ENST00000504467	3322	3143	0	0
ENST00000357872	4581	4402	0	0
ENST00000514509	2354	2175	0	0
ENST00000503329	3676	3497	0	0
ENST00000512314	2067	1888	0	0
ENST00000503203	625	446	0	0
ENST00000515454	806	627	0	0
ENST00000512413	2428	2249	0	0
ENST00000506279	539	360	0	0
ENST00000395528	4544	4365	0	0
ENST00000373408	619	440	1	122.541
ENST00000616839	711	532	3.16936	321.214
ENST00000627525	476	297	1.45046	263.319
ENST00000623527	6781	6602	0	0
ENST00000332904	2694	2515	0	0
ENST00000372117	4537	4358	0	0
ENST00000624091	587	408	0	0
ENST00000622973	700	521	0	0
ENST00000459673	3757	3578	0	0
ENST00000623399	503	324	0	0
ENST00000264811	3675	3496	0	0
ENST00000379645	3548	3369	0	0
ENST00000506449	2700	2521	0	0
ENST00000513531	2382	2203	0	0
ENST00000502968	619	440	0	0
ENST00000409707	1649	1470	0	0
ENST00000452725	560	381	0	0
ENST00000432295	1156	977	1	55.1874
ENST00000424659	583	404	0	0
ENST00000394070	6691	6512	0	0
ENST00000536064	845	666	0	0
ENST00000478946	955	776	0	0
ENST00000486458	1012	833	0	0
ENST00000487811	695	516	0	0
ENST00000394073	6386	6207	0	0
ENST00000339566	6277	6098	0	0
ENST00000612105	1015	836	0	0
ENST00000613042	922	743	0	0
ENST00000619907	575	396	0	0
ENST00000617097	654	475	0	0
ENST00000621018	608	429	0	0
ENST00000621955	1702	1523	1	35.4025
ENST00000585548	1731	1552	0	0
ENST00000317060	1877	1698	0	0
ENST00000425953	1850	1671	0	0
ENST00000614286	475	296	0	0
ENST00000610384	454	275	0	0
ENST00000450984	1490	1311	0	0
ENST00000449127	1427	1248	0	0
ENST00000494247	1525	1346	0	0
ENST00000412263	1127	948	0.993658	56.5149
ENST00000466488	1175	996	0	0
ENST00000415687	851	672	0	0
ENST00000547931	1578	1399	0	0
ENST00000497123	937	758	0	0
ENST00000434915	992	813	0	0
ENST00000619463	945	766	0	0
ENST00000256062	8805	8626	23.3524	145.968
ENST00000551659	4228	4049	16.6476	221.686
ENST00000552618	3915	3736	0	0
ENST00000552925	1858	1679	0	0
ENST00000319685	3254	3075	0	0
ENST00000539277	2758	2579	0	0
ENST00000553189	5547	5368	0	0
ENST00000550354	593	414	0	0
ENST00000546582	464	285	0	0
ENST00000328278	1573	1394	0	0
ENST00000616892	2124	1945	0	0
ENST00000627868	1998	1819	0	0
ENST00000628513	589	410	0	0
ENST00000629978	579	400	0	0
ENST00000630313	2380	2201	0	0
ENST00000630773	858	679	0	0
ENST00000627326	518	339	0	0
ENST00000389912	1717	1538	2.19871	77.0809
ENST00000554366	447	268	0	0
ENST00000557612	627	448	0	0
ENST00000555601	384	205	0	0
ENST00000371921	1606	1427	0	0
ENST00000371920	1701	1522	0	0
ENST00000623916	1318	1139	0	0
ENST00000568956	4005	3826	3	42.2776
ENST00000630143	99	5.00576	0	0
ENST00000378339	2170	1991	0	0
ENST00000254901	2099	1920	0	0
ENST00000506158	1021	842	0	0
ENST00000464751	553	374	1	144.166
ENST00000503379	571	392	0	0
ENST00000507511	560	381	1	141.517
ENST00000510467	709	530	0	0
ENST00000512126	572	393	0	0
ENST00000507635	717	538	0	0
ENST00000504163	550	371	0	0
ENST00000613650	1944	1765	0	0
ENST00000341165	4656	4477	11.1	133.681
ENST00000586650	586	407	0	0
ENST00000542611	2703	2524	0	0
ENST00000590996	3446	3267	7.9	130.38
ENST00000592304	964	785	0	0
ENST00000589872	3097	2918	0	0
ENST00000585505	3295	3116	0	0
ENST00000617399	63	3.78007	0	0
ENST00000259254	1246	1067	2	101.065
ENST00000484700	766	587	0	0
ENST00000459787	758	579	0	0
ENST00000409836	932	753	1	71.6044
ENST00000464053	1805	1626	0	0
ENST00000356887	2067	1888	0	0
ENST00000239347	737	558	0	0
ENST00000359350	939	760	0	0
ENST00000615726	897	718	0	0
ENST00000596019	552	373	0	0
ENST00000397165	3245	3066	0	0
ENST00000594127	450	271	0	0
ENST00000601365	3769	3590	0	0
ENST00000602079	474	295	0	0
ENST00000358523	2161	1982	0	0
ENST00000595736	1710	1531	0	0
ENST00000597972	1538	1359	0	0
ENST00000601100	609	430	0	0
ENST00000593468	581	402	0	0
ENST00000595534	603	424	0	0
ENST00000599240	395	216	0	0
ENST00000397162	3164	2985	0	0
ENST00000380222	990	811	0	0
ENST00000250823	550	371	0	0
ENST00000499247	2229	2050	2	52.603
ENST00000268957	1467	1288	0	0
ENST00000509385	889	710	0	0
ENST00000619136	2268	2089	0	0
ENST00000616319	2210	2031	0	0
ENST00000484396	4767	4588	0	0
ENST00000323482	3680	3501	0	0
ENST00000376726	2244	2065	0	0
ENST00000432802	2438	2259	0	0
ENST00000537502	3509	3330	0	0
ENST00000399503	7011	6832	0	0
ENST00000469188	3713	3534	0	0
ENST00000623441	1125	946	0	0
ENST00000629333	788	609	0	0
ENST00000292430	2671	2492	0	0
ENST00000518841	855	676	0	0
ENST00000519387	963	784	0	0
ENST00000522591	2724	2545	0	0
ENST00000519390	732	553	0	0
ENST00000566432	2822	2643	0	0
ENST00000449977	1825	1646	0	0
ENST00000564862	693	514	0	0
ENST00000567117	982	803	0	0
ENST00000366922	3560	3381	10.261	163.636
ENST00000490891	447	268	1.18665	238.738
ENST00000488777	570	391	0	0
ENST00000467924	656	477	0.552352	62.4356
ENST00000621588	2269	2090	0	0
ENST00000610903	2183	2004	0.25	6.72631
ENST00000250489	1961	1782	0	0
ENST00000553460	811	632	1	85.3134
ENST00000557041	3453	3274	0	0
ENST00000398020	1696	1517	0	0
ENST00000554028	1118	939	0	0
ENST00000553602	382	203	0	0
ENST00000556093	277	98.0001	0	0
ENST00000557540	1259	1080	0	0
ENST00000555711	783	604	0	0
ENST00000556885	1086	907	2	118.893
ENST00000554266	429	250	0	0
ENST00000556351	838	659	0	0
ENST00000556927	833	654	0	0
ENST00000555151	538	359	0	0
ENST00000556402	874	695	0	0
ENST00000553788	708	529	0	0
ENST00000556198	233	54.2236	0	0
ENST00000381356	1134	955	0	0
ENST00000413767	980	801	0	0
ENST00000619448	570	391	0	0
ENST00000616857	3742	3563	0	0
ENST00000612022	2178	1999	0	0
ENST00000600449	2840	2661	0	0
ENST00000502858	717	538	0.446787	44.7767
ENST00000502618	436	257	0	0
ENST00000507237	903	724	0	0
ENST00000502900	684	505	0	0
ENST00000517359	420	241	0	0
ENST00000511776	283	104	0	0
ENST00000611119	2662	2483	2.55321	55.4428
ENST00000613273	1913	1734	0	0
ENST00000376836	1342	1163	0	0
ENST00000602574	2290	2111	0	0
ENST00000468179	1344	1165	0	0
ENST00000479958	1443	1264	0	0
ENST00000470045	662	483	1	111.632
ENST00000456711	748	569	0	0
ENST00000444869	757	578	0	0
ENST00000472610	428	249	1	216.538
ENST00000496071	1150	971	0	0
ENST00000463688	1407	1228	0	0
ENST00000448361	757	578	0	0
ENST00000468469	526	347	0	0
ENST00000472673	237	58.1281	0	0
ENST00000483684	722	543	0	0
ENST00000471350	476	297	0	0
ENST00000303277	2678	2499	3.9108	84.3788
ENST00000382936	2810	2631	0	0
ENST00000460722	1100	921	0	0
ENST00000476253	958	779	0	0
ENST00000480360	761	582	0.0892019	8.26391
ENST00000536901	2172	1993	0	0
ENST00000293973	1986	1807	0	0
ENST00000332663	1084	905	0	0
ENST00000485245	7476	7297	0	0
ENST00000186436	6640	6461	5.54592	46.2816
ENST00000469447	602	423	0	0
ENST00000465767	569	390	0	0
ENST00000409721	426	247	0.787983	172.01
ENST00000480724	637	458	0	0
ENST00000418629	1105	926	0	0
ENST00000438715	565	386	0	0
ENST00000489507	568	389	0.666094	92.3253
ENST00000610998	890	711	0.00413004	0.313198
ENST00000621792	1161	982	0	0
ENST00000614638	1102	923	0	0
ENST00000612577	868	689	0	0
ENST00000615651	594	415	0	0
ENST00000612953	2061	1882	0	0
ENST00000620647	2049	1870	0	0
ENST00000611719	2016	1837	0	0
ENST00000621328	1547	1368	0	0
ENST00000622275	1358	1179	0.0726929	3.3244
ENST00000379485	5178	4999	4.11485	44.3818
ENST00000264211	5802	5623	0	0
ENST00000602326	6196	6017	26.347	236.094
ENST00000435383	616	437	1.08648	134.053
ENST00000496705	627	448	0	0
ENST00000374933	1136	957	0	0
ENST00000485722	449	270	0	0
ENST00000356916	2179	2000	0.632311	17.0465
ENST00000438975	1270	1091	5.93421	293.274
ENST00000411888	1122	943	0	0
ENST00000476088	406	227	0	0
ENST00000463775	711	532	0	0
ENST00000400422	6515	6336	0	0
ENST00000374935	5567	5388	0	0
ENST00000487761	1460	1281	0	0
ENST00000472768	1417	1238	0	0
ENST00000375040	1476	1297	0	0
ENST00000375043	1456	1277	0	0
ENST00000619085	1177	998	0	0
ENST00000311591	1085	906	0	0
ENST00000403263	14136	13957	0	0
ENST00000424117	1664	1485	0	0
ENST00000414320	753	574	1	93.9339
ENST00000294811	4684	4505	0	0
ENST00000253063	3453	3274	8	131.749
ENST00000622569	2785	2606	0	0
ENST00000614325	2710	2531	0	0
ENST00000412331	3220	3041	0	0
ENST00000439997	787	608	0	0
ENST00000476955	583	404	0	0
ENST00000381683	1599	1420	0	0
ENST00000414316	581	402	0	0
ENST00000436452	574	395	0	0
ENST00000477256	1708	1529	1.6534	58.3048
ENST00000406934	2282	2103	0	0
ENST00000451427	583	404	0	0
ENST00000464790	583	404	6.0143	802.672
ENST00000482600	1294	1115	5.08703	245.993
ENST00000450376	520	341	0	0
ENST00000460638	348	169	0	0
ENST00000624234	2091	1912	11.2453	317.115
ENST00000371486	3094	2915	0	0
ENST00000468572	732	553	1	97.5011
ENST00000245907	5263	5084	0	0
ENST00000601475	368	189	0	0
ENST00000599899	1992	1813	0	0
ENST00000602229	585	406	0	0
ENST00000599668	627	448	0	0
ENST00000601008	303	124	0	0
ENST00000596548	576	397	0	0
ENST00000596179	280	101	0	0
ENST00000596238	563	384	0	0
ENST00000598805	873	694	0	0
ENST00000594005	418	239	0	0
ENST00000602053	621	442	0	0
ENST00000600763	406	227	0	0
ENST00000594270	349	170	0	0
ENST00000597442	469	290	0	0
ENST00000595577	714	535	0	0
ENST00000594936	625	446	0	0
ENST00000600744	708	529	0	0
ENST00000569801	540	361	0	0
ENST00000566228	8171	7992	6	40.479
ENST00000564111	2248	2069	0	0
ENST00000568949	636	457	0	0
ENST00000568359	601	422	0	0
ENST00000563308	683	504	0	0
ENST00000564791	1633	1454	0	0
ENST00000562510	536	357	0	0
ENST00000619424	1406	1227	0	0
ENST00000563303	549	370	0	0
ENST00000570075	589	410	0	0
ENST00000569499	747	568	0	0
ENST00000329956	2395	2216	0	0
ENST00000561948	210	33.6633	0	0
ENST00000569228	1841	1662	0	0
ENST00000565019	1888	1709	0	0
ENST00000568804	596	417	0	0
ENST00000566558	486	307	0	0
ENST00000567211	1539	1360	1	39.6456
ENST00000568010	1387	1208	0	0
ENST00000569552	572	393	0	0
ENST00000567723	2028	1849	1	29.1607
ENST00000563189	2104	1925	0	0
ENST00000567823	1148	969	0	0
ENST00000561821	562	383	0	0
ENST00000435835	1765	1586	0	0
ENST00000569121	595	416	0	0
ENST00000625070	375	196	0	0
ENST00000322110	1029	850	0	0
ENST00000611695	2454	2275	0	0
ENST00000614834	2321	2142	0	0
ENST00000216099	2528	2349	0	0
ENST00000622217	591	412	0	0
ENST00000427494	1961	1782	0	0
ENST00000381568	1161	982	0	0
ENST00000367021	4306	4127	0	0
ENST00000456314	1027	848	0	0
ENST00000464698	596	417	0	0
ENST00000542854	4256	4077	0	0
ENST00000624505	375	196	0	0
ENST00000621803	1110	931	0	0
ENST00000624320	48	3.44246	0	0
ENST00000623337	57	3.63627	0	0
ENST00000485332	2016	1837	0	0
ENST00000326153	1907	1728	3	93.6078
ENST00000255189	3106	2927	0	0
ENST00000523732	2777	2598	0	0
ENST00000518477	1966	1787	0	0
ENST00000517853	1517	1338	0	0
ENST00000523201	583	404	0	0
ENST00000521052	554	375	0	0
ENST00000524206	572	393	0	0
ENST00000520388	661	482	0	0
ENST00000518707	455	276	0	0
ENST00000520855	550	371	0	0
ENST00000612192	5596	5417	0	0
ENST00000375394	3894	3715	0	0
ENST00000488648	720	541	0	0
ENST00000465703	4507	4328	0	0
ENST00000461073	1157	978	0	0
ENST00000474839	3378	3199	2.11016	35.566
ENST00000492900	686	507	0	0
ENST00000466290	583	404	0.733509	97.8946
ENST00000461915	691	512	0	0
ENST00000494058	867	688	0	0
ENST00000484835	931	752	0.503958	36.1336
ENST00000483553	1307	1128	0	0
ENST00000471818	706	527	1.65237	169.057
ENST00000485349	734	555	0	0
ENST00000491994	866	687	0	0
ENST00000470453	455	276	0	0
ENST00000628157	210	33.6633	0	0
ENST00000613156	1368	1189	0	0
ENST00000618142	845	666	0	0
ENST00000264870	3999	3820	0	0
ENST00000445223	454	275	0	0
ENST00000479211	579	400	0	0
ENST00000414279	582	403	0	0
ENST00000431222	592	413	0	0
ENST00000451619	631	452	0	0
ENST00000611774	5901	5722	1.0899	10.2701
ENST00000306735	1407	1228	0	0
ENST00000586847	566	387	0	0
ENST00000591612	1587	1408	0	0
ENST00000262197	1219	1040	0	0
ENST00000593019	1551	1372	0	0
ENST00000392173	1931	1752	1	30.7752
ENST00000355114	2519	2340	0	0
ENST00000591473	1217	1038	0	0
ENST00000585994	583	404	0	0
ENST00000587803	566	387	0	0
ENST00000586648	446	267	0	0
ENST00000304116	2023	1844	0	0
ENST00000615489	920	741	0	0
ENST00000612633	5253	5074	1	10.6263
ENST00000616186	432	253	0	0
ENST00000610559	542	363	0	0
ENST00000629496	5023	4844	27.9014	310.568
ENST00000629785	3457	3278	0	0
ENST00000630255	3289	3110	0	0
ENST00000625837	3237	3058	0	0
ENST00000630858	3181	3002	0	0
ENST00000630370	3120	2941	0	0
ENST00000626301	3013	2834	0	0
ENST00000399959	5399	5220	0	0
ENST00000478993	3397	3218	0	0
ENST00000615742	485	306	0.23744	41.8376
ENST00000441189	1051	872	0	0
ENST00000480592	1001	822	1	65.5938
ENST00000542215	1592	1413	1.86112	71.0177
ENST00000622373	2129	1950	1	27.6503
ENST00000615313	568	389	0	0
ENST00000622198	409	230	0	0
ENST00000611546	442	263	1	205.012
ENST00000616050	627	448	0	0
ENST00000611968	630	451	0	0
ENST00000457138	5346	5167	0	0
ENST00000284776	5996	5817	0	0
ENST00000437304	3381	3202	0	0
ENST00000319471	2824	2645	0	0
ENST00000449407	3049	2870	0	0
ENST00000355634	4622	4443	0	0
ENST00000393528	3043	2864	0	0
ENST00000478461	420	241	0	0
ENST00000319454	2011	1832	0	0
ENST00000498125	2096	1917	0	0
ENST00000480146	512	333	0	0
ENST00000451974	873	694	0	0
ENST00000438278	871	692	0	0
ENST00000487184	294	115	0	0
ENST00000445625	759	580	0	0
ENST00000487836	723	544	0	0
ENST00000495932	556	377	0	0
ENST00000490562	593	414	0	0
ENST00000492104	911	732	0	0
ENST00000490779	1034	855	0	0
ENST00000492810	780	601	0	0
ENST00000476311	571	392	0	0
ENST00000466289	1031	852	0	0
ENST00000485380	658	479	0	0
ENST00000470685	1790	1611	0	0
ENST00000494140	538	359	0	0
ENST00000445343	546	367	0	0
ENST00000439914	565	386	0	0
ENST00000444771	760	581	0	0
ENST00000430503	499	320	0	0
ENST00000450341	567	388	0	0
ENST00000445115	575	396	0	0
ENST00000457247	573	394	0	0
ENST00000456596	574	395	0	0
ENST00000425679	629	450	0	0
ENST00000439049	549	370	0	0
ENST00000451958	594	415	0	0
ENST00000444781	611	432	0	0
ENST00000414724	590	411	0	0
ENST00000419063	835	656	0	0
ENST00000393523	842	663	0	0
ENST00000420158	572	393	0	0
ENST00000421639	572	393	0	0
ENST00000493709	715	536	0	0
ENST00000457934	553	374	0	0
ENST00000431902	562	383	0	0
ENST00000435480	487	308	0	0
ENST00000415274	626	447	0	0
ENST00000432655	582	403	0	0
ENST00000451701	582	403	0	0
ENST00000428330	525	346	0	0
ENST00000421420	574	395	0	0
ENST00000464975	563	384	0	0
ENST00000464819	540	361	0	0
ENST00000478249	594	415	0	0
ENST00000452351	571	392	0	0
ENST00000429056	534	355	0	0
ENST00000463104	567	388	0	0
ENST00000456060	543	364	0	0
ENST00000476878	595	416	0	0
ENST00000462661	4964	4785	0	0
ENST00000469627	1575	1396	0	0
ENST00000488562	598	419	0	0
ENST00000448662	4356	4177	0	0
ENST00000418609	5529	5350	0	0
ENST00000615534	1205	1026	0.25	13.1379
ENST00000405008	3821	3642	0	0
ENST00000402114	3790	3611	0	0
ENST00000394754	3824	3645	0	0
ENST00000463040	370	191	0	0
ENST00000470560	315	136	0	0
ENST00000394751	3622	3443	0	0
ENST00000309827	3765	3586	0	0
ENST00000430238	911	732	0	0
ENST00000425177	710	531	0	0
ENST00000432598	761	582	0	0
ENST00000370263	5577	5398	0	0
ENST00000463705	5201	5022	0	0
ENST00000631289	840	661	0	0
ENST00000498043	2052	1873	0	0
ENST00000467563	2098	1919	0	0
ENST00000627000	2192	2013	0	0
ENST00000630240	1603	1424	0	0
ENST00000628665	546	367	0	0
ENST00000627869	496	317	0	0
ENST00000626188	441	262	0	0
ENST00000628606	183	17.7996	0	0
ENST00000475033	3660	3481	0	0
ENST00000480012	546	367	0	0
ENST00000615287	5643	5464	0	0
ENST00000624170	273	94.0001	1	573.596
ENST00000302797	1190	1011	0	0
ENST00000526914	897	718	0	0
ENST00000274242	7686	7507	7.77013	55.808
ENST00000511787	435	256	0	0
ENST00000509877	637	458	0	0
ENST00000507642	425	246	0	0
